0,1.16142e-10,-2.2835e-10,0,0,0,0,0.0001,7.59738e-09,-1.73526e-08
-7.21291e-15,3.48426e-10,-6.85051e-10,-2.26598e-20,-2.10094e-20,-1.93589e-20,-1.77085e-20,0.0002,2.27921e-08,-5.20578e-08
-2.88516e-14,6.96852e-10,-1.3701e-09,-1.81088e-22,6.42081e-21,1.30227e-20,1.96246e-20,0.0003,4.55843e-08,-1.04116e-07
-7.21291e-14,1.16142e-09,-2.2835e-09,5.75191e-21,2.22575e-20,3.87631e-20,5.52686e-20,0.0004,7.59738e-08,-1.73526e-07
-1.44258e-13,1.74213e-09,-3.42526e-09,1.12799e-19,1.4581e-19,1.78822e-19,2.11833e-19,0.0005,1.13961e-07,-2.60289e-07
-2.52452e-13,2.43898e-09,-4.79536e-09,1.69195e-19,1.87345e-19,2.05494e-19,2.23644e-19,0.0006,1.59545e-07,-3.64405e-07
-4.03923e-13,3.25198e-09,-6.39381e-09,4.01408e-19,4.14601e-19,4.27794e-19,4.40987e-19,0.0007,2.12727e-07,-4.85873e-07
-6.05885e-13,4.18111e-09,-8.22061e-09,6.44944e-19,6.25115e-19,6.05286e-19,5.85457e-19,0.0008,2.73506e-07,-6.24694e-07
-8.6555e-13,5.22639e-09,-1.02758e-08,8.64618e-19,8.24976e-19,7.85335e-19,7.45693e-19,0.0009,3.41882e-07,-7.80867e-07
-1.19013e-12,6.38781e-09,-1.25593e-08,7.43686e-19,7.38714e-19,7.33742e-19,7.2877e-19,0.001,4.17856e-07,-9.54393e-07
-1.58684e-12,7.66538e-09,-1.50711e-08,2.14136e-19,1.81102e-19,1.48068e-19,1.15035e-19,0.0011,5.01427e-07,-1.14527e-06
-2.0629e-12,9.05908e-09,-1.78113e-08,-1.52208e-18,-1.60464e-18,-1.68719e-18,-1.76974e-18,0.0012,5.92596e-07,-1.3535e-06
-2.62551e-12,1.05689e-08,-2.07799e-08,-3.1987e-18,-3.31095e-18,-3.42321e-18,-3.53546e-18,0.0013,6.91361e-07,-1.57909e-06
-3.28188e-12,1.21949e-08,-2.39768e-08,-4.92136e-18,-5.16071e-18,-5.40005e-18,-5.6394e-18,0.0014,7.97725e-07,-1.82202e-06
-4.03924e-12,1.39371e-08,-2.7402e-08,-7.44667e-18,-7.86923e-18,-8.29179e-18,-8.71435e-18,0.0015,9.11685e-07,-2.08231e-06
-4.9048e-12,1.57953e-08,-3.10557e-08,-1.0255e-17,-1.08756e-17,-1.14962e-17,-1.21169e-17,0.0016,1.03324e-06,-2.35995e-06
-5.88576e-12,1.77698e-08,-3.49376e-08,-1.28358e-17,-1.36281e-17,-1.44203e-17,-1.52125e-17,0.0017,1.1624e-06,-2.65495e-06
-6.98934e-12,1.98603e-08,-3.90479e-08,-1.55489e-17,-1.64451e-17,-1.73412e-17,-1.82374e-17,0.0018,1.29915e-06,-2.96729e-06
-8.22275e-12,2.2067e-08,-4.33866e-08,-1.83859e-17,-1.9277e-17,-2.01681e-17,-2.10591e-17,0.0019,1.4435e-06,-3.29699e-06
-9.59322e-12,2.43899e-08,-4.79536e-08,-2.18209e-17,-2.28736e-17,-2.39264e-17,-2.49791e-17,0.002,1.59545e-06,-3.64405e-06
-1.11079e-11,2.68289e-08,-5.2749e-08,-2.58542e-17,-2.7194e-17,-2.85338e-17,-2.98735e-17,0.0021,1.75499e-06,-4.00845e-06
-1.27741e-11,2.9384e-08,-5.77727e-08,-3.12489e-17,-3.29599e-17,-3.46708e-17,-3.63818e-17,0.0022,1.92214e-06,-4.39021e-06
-1.4599e-11,3.20553e-08,-6.30247e-08,-3.70886e-17,-3.92137e-17,-4.13388e-17,-4.34638e-17,0.0023,2.09688e-06,-4.78932e-06
-1.65898e-11,3.48427e-08,-6.85052e-08,-4.39975e-17,-4.65383e-17,-4.9079e-17,-5.16197e-17,0.0024,2.27921e-06,-5.20578e-06
-1.87537e-11,3.77462e-08,-7.42139e-08,-5.09295e-17,-5.38462e-17,-5.6763e-17,-5.96797e-17,0.0025,2.46915e-06,-5.63959e-06
-2.10979e-11,4.07659e-08,-8.01511e-08,-5.82375e-17,-6.14493e-17,-6.4661e-17,-6.78728e-17,0.0026,2.66668e-06,-6.09076e-06
-2.36297e-11,4.39018e-08,-8.63165e-08,-6.4334e-17,-6.80355e-17,-7.1737e-17,-7.54384e-17,0.0027,2.87181e-06,-6.55928e-06
-2.63562e-11,4.71538e-08,-9.27104e-08,-6.96661e-17,-7.36938e-17,-7.77215e-17,-8.17491e-17,0.0028,3.08453e-06,-7.04515e-06
-2.92847e-11,5.05219e-08,-9.93325e-08,-7.52057e-17,-7.96717e-17,-8.41378e-17,-8.86038e-17,0.0029,3.30486e-06,-7.54838e-06
-3.24224e-11,5.40062e-08,-1.06183e-07,-8.09825e-17,-8.62747e-17,-9.15669e-17,-9.68591e-17,0.003,3.53278e-06,-8.06896e-06
-3.57764e-11,5.76066e-08,-1.13262e-07,-8.80746e-17,-9.42226e-17,-1.00371e-16,-1.06519e-16,0.0031,3.7683e-06,-8.60689e-06
-3.93541e-11,6.13232e-08,-1.20569e-07,-9.5551e-17,-1.0286e-16,-1.10169e-16,-1.17478e-16,0.0032,4.01141e-06,-9.16217e-06
-4.31626e-11,6.51559e-08,-1.28105e-07,-1.03202e-16,-1.11619e-16,-1.20036e-16,-1.28453e-16,0.0033,4.26212e-06,-9.73481e-06
-4.72091e-11,6.91048e-08,-1.35869e-07,-1.10889e-16,-1.20637e-16,-1.30385e-16,-1.40132e-16,0.0034,4.52043e-06,-1.03248e-05
-5.15009e-11,7.31698e-08,-1.43861e-07,-1.21947e-16,-1.32889e-16,-1.43832e-16,-1.54775e-16,0.0035,4.78634e-06,-1.09321e-05
